,Location,Experience Level,Industry,Domain,AI_Impact_Category
2629,"Bengaluru, Karnataka, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2631,"Bengaluru, Karnataka, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2632,"Bengaluru, Karnataka, India",Associate,Software Development,DevOps Engineer,Low AI Impact
2633,"Bengaluru, Karnataka, India",Associate,Software Development,DevOps Engineer,Automation Affected
2634,"Bengaluru, Karnataka, India",Associate,Software Development,DevOps Engineer,Automation Affected
2635,"Bengaluru, Karnataka, India",Associate,Software Development,DevOps Engineer,Low AI Impact
2636,"Bengaluru, Karnataka, India",Associate,"Technology, Information and Internet",DevOps Engineer,Low AI Impact
2637,"Bengaluru, Karnataka, India",Associate,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2639,"Bengaluru, Karnataka, India",Associate,Software Development,DevOps Engineer,Automation Affected
2640,"Bengaluru, Karnataka, India",Associate,IT Services and IT Consulting,DevOps Engineer,AI Adoption Affected
2641,"Pune, Maharashtra, India",Associate,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2642,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2643,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2644,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2645,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2646,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2647,"Pune, Maharashtra, India",Associate,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2648,"Chennai, Tamil Nadu, India",Associate,Banking,DevOps Engineer,Low AI Impact
2649,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2651,"Chennai, Tamil Nadu, India",Associate,Software Development,DevOps Engineer,Automation Affected
2652,"Pune, Maharashtra, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2654,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2655,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2656,"Pune, Maharashtra, India",Associate,Software Development,DevOps Engineer,Automation Affected
2657,"Pune, Maharashtra, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2658,"Pune, Maharashtra, India",Associate,Retail ,DevOps Engineer,Automation Affected
2659,"Pune, Maharashtra, India",Associate,Software Development,DevOps Engineer,Automation Affected
2663,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,AI Adoption Affected
2664,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2665,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2666,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2668,"Chennai, Tamil Nadu, India",Associate,Software Development,DevOps Engineer,Low AI Impact
2669,"Pune, Maharashtra, India",Associate,Banking,DevOps Engineer,Low AI Impact
2670,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2671,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2672,"Pune, Maharashtra, India",Associate,"Technology, Information and Internet",DevOps Engineer,Automation Affected
2673,"Pune, Maharashtra, India",Associate,"Technology, Information and Internet",DevOps Engineer,Automation Affected
2678,"Pune, Maharashtra, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2679,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2680,"Pune, Maharashtra, India",Associate,Software Development,DevOps Engineer,Automation Affected
2681,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2682,"Pune, Maharashtra, India",Associate,Software Development,DevOps Engineer,Low AI Impact
2683,"Pune, Maharashtra, India",Associate,IT Services and IT Consulting,DevOps Engineer,AI Adoption Affected
2684,"Pune, Maharashtra, India",Associate,IT Services and IT Consulting,DevOps Engineer,AI Adoption Affected
2685,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2686,"Pune, Maharashtra, India",Associate,Banking,DevOps Engineer,Automation Affected
2687,"Pune, Maharashtra, India",Associate,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2688,"Pune, Maharashtra, India",Associate,Banking,DevOps Engineer,Automation Affected
2690,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2691,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2692,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2693,"Chennai, Tamil Nadu, India",Associate,Software Development,DevOps Engineer,Low AI Impact
2694,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2695,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2696,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2697,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2698,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2701,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2703,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2704,"Noida, Uttar Pradesh, India",Associate,Software Development,DevOps Engineer,Automation Affected
2705,"Noida, Uttar Pradesh, India",Associate,"Technology, Information and Internet",DevOps Engineer,Automation Affected
2706,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2707,"Noida, Uttar Pradesh, India",Associate,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2708,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2709,"Noida, Uttar Pradesh, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2710,"Hyderabad, Telangana, India",Associate,Software Development,DevOps Engineer,Low AI Impact
2711,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2712,"Hyderabad, Telangana, India",Associate,Software Development,DevOps Engineer,Automation Affected
2713,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2714,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2715,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2717,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2718,"Hyderabad, Telangana, India",Associate,Software Development,DevOps Engineer,AI Adoption Affected
2719,"Hyderabad, Telangana, India",Associate,Software Development,DevOps Engineer,Low AI Impact
2720,"Hyderabad, Telangana, India",Associate,Software Development,DevOps Engineer,Automation Affected
2721,"Noida, Uttar Pradesh, India",Associate,Banking,DevOps Engineer,Automation Affected
2722,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2723,"Hyderabad, Telangana, India",Associate,Software Development,DevOps Engineer,Automation Affected
2724,"Hyderabad, Telangana, India",Associate,Business Consulting and Services,DevOps Engineer,AI Adoption Affected
2725,"Hyderabad, Telangana, India",Associate,Software Development,DevOps Engineer,Low AI Impact
2726,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2727,"Hyderabad, Telangana, India",Associate,Software Development,DevOps Engineer,Low AI Impact
2728,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2730,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2731,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2732,"Hyderabad, Telangana, India",Associate,Software Development,DevOps Engineer,Automation Affected
2733,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2734,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2735,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2736,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2737,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2738,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2739,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2740,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2741,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,AI Adoption Affected
2744,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,AI Adoption Affected
2746,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2747,"Bengaluru, Karnataka, India",Mid-Senior level,"Technology, Information and Internet",DevOps Engineer,Low AI Impact
2748,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2749,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2750,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2751,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2753,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2755,"Bengaluru, Karnataka, India",Mid-Senior level,"Technology, Information and Internet",DevOps Engineer,Automation Affected
2756,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2757,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2758,"Bengaluru, Karnataka, India",Mid-Senior level,Banking,DevOps Engineer,Automation Affected
2759,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2760,"Bengaluru, Karnataka, India",Mid-Senior level,Software Development,DevOps Engineer,Automation Affected
2762,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2763,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2764,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2765,"Bengaluru, Karnataka, India",Mid-Senior level,Retail ,DevOps Engineer,Low AI Impact
2766,"Bengaluru, Karnataka, India",Mid-Senior level,Software Development,DevOps Engineer,Low AI Impact
2767,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2768,"Bengaluru, Karnataka, India",Mid-Senior level,Software Development,DevOps Engineer,Low AI Impact
2769,"Bengaluru, Karnataka, India",Mid-Senior level,Software Development,DevOps Engineer,Automation Affected
2770,"Bengaluru, Karnataka, India",Mid-Senior level,"Technology, Information and Internet",DevOps Engineer,Low AI Impact
2771,"Bengaluru, Karnataka, India",Mid-Senior level,"Technology, Information and Internet",DevOps Engineer,Low AI Impact
2772,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2773,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2774,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2775,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2776,"Bengaluru, Karnataka, India",Mid-Senior level,Software Development,DevOps Engineer,Automation Affected
2777,"Bengaluru, Karnataka, India",Mid-Senior level,Business Consulting and Services,DevOps Engineer,Automation Affected
2778,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2779,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2780,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2782,"Bengaluru, Karnataka, India",Mid-Senior level,"Technology, Information and Internet",DevOps Engineer,Automation Affected
2783,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2784,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2785,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Automation Affected
2786,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
2787,"Bengaluru, Karnataka, India",Mid-Senior level,Software Development,DevOps Engineer,Automation Affected
2788,"Bengaluru, Karnataka, India",Mid-Senior level,Education Administration Programs,DevOps Engineer,Automation Affected
2789,"Bengaluru, Karnataka, India",Mid-Senior level,Software Development,DevOps Engineer,Low AI Impact
2790,"Bengaluru, Karnataka, India",Mid-Senior level,Software Development,DevOps Engineer,Low AI Impact
2792,"Bengaluru, Karnataka, India",Mid-Senior level,Retail ,DevOps Engineer,Automation Affected
2793,"Bengaluru, Karnataka, India",Mid-Senior level,Banking,DevOps Engineer,Automation Affected
2794,"Bengaluru, Karnataka, India",Mid-Senior level,"Technology, Information and Internet",DevOps Engineer,Low AI Impact
2795,"Bengaluru, Karnataka, India",Mid-Senior level,Software Development,DevOps Engineer,Automation Affected
2797,"Bengaluru, Karnataka, India",Mid-Senior level,"Technology, Information and Internet",DevOps Engineer,Automation Affected
2798,"Bengaluru, Karnataka, India",Mid-Senior level,Financial Services,DevOps Engineer,Automation Affected
2800,"Bengaluru, Karnataka, India",Mid-Senior level,Financial Services,DevOps Engineer,AI Adoption Affected
2801,"Hyderabad, Telangana, India",Mid-Senior level,Banking,DevOps Engineer,Low AI Impact
2803,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,DevOps Engineer,Low AI Impact
