Job Title,Company Name,Location,Experience Level,Industry,No of Applications,Domain,AI_Impact_Category
Gen AI Architect,EPAM Systems,"Pune, Maharashtra, India",Associate,Software Development,25,Generative AI,AI Adoption Affected
IN_Associate _ Gen AI_ Data Analytics_ Advisory_ Gurgaon,PwC India,"Gurgaon, Haryana, India",Associate,Business Consulting and Services,43,Generative AI,AI Adoption Affected
Gen AI Architect,EPAM Systems,"Chennai, Tamil Nadu, India",Associate,Software Development,25,Generative AI,AI Adoption Affected
AI designer,Weekday AI (YC W21),India,Associate,IT Services and IT Consulting,69,Generative AI,Low AI Impact
Gen AI Developer,Tata Consultancy Services,"Bengaluru, Karnataka, India",Associate,IT Services and IT Consulting,200,Generative AI,AI Adoption Affected
AI Product Manager,Leap,"Bengaluru, Karnataka, India",Associate,Financial Services,200,Generative AI,AI Adoption Affected
Gen AI Developer,Tata Consultancy Services,"Bengaluru, Karnataka, India",Associate,IT Services and IT Consulting,200,Generative AI,AI Adoption Affected
Gen AI Developer,Virtusa,"Pune, Maharashtra, India",Associate,IT Services and IT Consulting,200,Generative AI,AI Adoption Affected
Gen AI Architect,EPAM Systems,"Coimbatore, Tamil Nadu, India",Associate,Software Development,25,Generative AI,AI Adoption Affected
Gen AI Architect,EPAM Systems,"Chennai, Tamil Nadu, India",Associate,Software Development,25,Generative AI,AI Adoption Affected
Gen AI Architect,EPAM Systems,"Coimbatore, Tamil Nadu, India",Associate,Software Development,25,Generative AI,AI Adoption Affected
Software Development Engineer (Remote Internship),Acowale,India,Associate,Computer and Network Security,200,Generative AI,Low AI Impact
Gen AI trainer,Recruitfy,"Gurgaon, Haryana, India",Associate,Staffing and Recruiting,86,Generative AI,AI Adoption Affected
Gen AI Developer,Virtusa,"Andhra Pradesh, India",Associate,IT Services and IT Consulting,200,Generative AI,AI Adoption Affected
GEN AI Developer,Tata Consultancy Services,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,200,Generative AI,AI Adoption Affected
Junior Software Development Engineer (Remote),Acowale,"Bengaluru, Karnataka, India",Associate,Computer and Network Security,200,Generative AI,Low AI Impact
Gen AI Engineer,Virtusa,"Andhra Pradesh, India",Associate,IT Services and IT Consulting,76,Generative AI,Automation Affected
RevOps Analyst,Whatfix,"Bengaluru, Karnataka, India",Associate,Software Development,200,Generative AI,Automation Affected
"Data Scientist - GenAI, LLM, Azure",Tata Consultancy Services,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,183,Generative AI,AI Adoption Affected
Business Analyst,Binary Semantics Ltd.,"Mumbai, Maharashtra, India",Associate,IT Services and IT Consulting,184,Generative AI,Automation Affected
Data Scientist Senior Associate,Commonwealth Bank,"Bengaluru, Karnataka, India",Associate,Financial Services,66,Generative AI,AI Adoption Affected
Presales and Solution Specialist || Noida/Chennai/Bangalore/Hyderabad,HCLTech,"Noida, Uttar Pradesh, India",Associate,IT Services and IT Consulting,200,Generative AI,AI Adoption Affected
Team Lead,Zensar Technologies,India,Associate,IT Services and IT Consulting,200,Generative AI,AI Adoption Affected
Data Engineer ( Gen AI),Virtusa,"Pune, Maharashtra, India",Associate,IT Services and IT Consulting,154,Generative AI,AI Adoption Affected
Generative AI Governance – Senior 𝗔𝗻𝗮𝗹𝘆𝘀𝘁 - Risk,HDFC Bank,"Mumbai, Maharashtra, India",Associate,Banking,27,Generative AI,AI Adoption Affected
Azure Data Scientist,Tata Consultancy Services,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,183,Generative AI,AI Adoption Affected
Senior Analyst - Product Analytics,Thomson Reuters,"Bengaluru, Karnataka, India",Associate,Financial Services,142,Generative AI,AI Adoption Affected
Software Engineer - Machine Learning,Motive,India,Associate,IT Services and IT Consulting,200,Generative AI,AI Adoption Affected
Data Engineer - Source AI,McKinsey & Company,"Gurgaon, Haryana, India",Associate,Business Consulting and Services,200,Generative AI,Low AI Impact
Generative AI Specialist,Siemens Energy,"Gurgaon, Haryana, India",Associate,"Appliances, Electrical, and Electronics Manufacturing",200,Generative AI,AI Adoption Affected
Senior Analyst - Product Analytics,Thomson Reuters,"Hyderabad, Telangana, India",Associate,Financial Services,130,Generative AI,AI Adoption Affected
Trainer,Quick Heal,"Mumbai, Maharashtra, India",Associate,Software Development,200,Generative AI,Low AI Impact
Frontend Development Engineer (Remote Internship),Acowale,India,Associate,Computer and Network Security,200,Generative AI,Low AI Impact
DevOps Engineer,AB InBev GCC India,"Bengaluru, Karnataka, India",Associate,Manufacturing and Beverage Manufacturing,200,Generative AI,AI Adoption Affected
Gen AI,Deloitte,"Gurgaon, Haryana, India",Mid-Senior level,IT Services and IT Consulting,200,Generative AI,AI Adoption Affected
Python + Gen AI Lead,Infosys,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,25,Generative AI,Low AI Impact
AI Software Engineer,DHL,"Indore, Madhya Pradesh, India",Mid-Senior level,"Transportation, Logistics, Supply Chain and Storage",138,Generative AI,AI Adoption Affected
"Associate Consultant, AI/ML",IQVIA,"Bengaluru, Karnataka, India",Mid-Senior level,Hospitals and Health Care,200,Generative AI,AI Adoption Affected
Python +Gen AI Senior Developer,Infosys,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,25,Generative AI,Low AI Impact
ML Software Engineer,eBay,"Bengaluru, Karnataka, India",Mid-Senior level,"Technology, Information and Internet",200,Generative AI,AI Adoption Affected
Chief Architect - Gen AI,Persistent Systems,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,200,Generative AI,AI Adoption Affected
AI/ML Software Engineer,eBay,"Bengaluru, Karnataka, India",Mid-Senior level,"Technology, Information and Internet",200,Generative AI,AI Adoption Affected
Data Scientist,Deloitte,"Mumbai, Maharashtra, India",Mid-Senior level,Business Consulting and Services,200,Generative AI,AI Adoption Affected
GEN AI,Virtusa,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,200,Generative AI,AI Adoption Affected
Data Scientist,Commonwealth Bank,"Bengaluru, Karnataka, India",Mid-Senior level,Banking,200,Generative AI,AI Adoption Affected
Content Lead,NxtWave,"Hyderabad, Telangana, India",Mid-Senior level,Education Administration Programs,106,Generative AI,AI Adoption Affected
GEN AI Specialist,Grid Dynamics,"Chennai, Tamil Nadu, India",Mid-Senior level,IT Services and IT Consulting,25,Generative AI,AI Adoption Affected
Senior - Gen AI,KPMG India,"Bengaluru, Karnataka, India",Mid-Senior level,Business Consulting and Services,25,Generative AI,Low AI Impact
GEN AI Specialist,Grid Dynamics,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,25,Generative AI,AI Adoption Affected
GEN AI Specialist,Grid Dynamics,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,25,Generative AI,AI Adoption Affected
Manager - Gen AI,KPMG India,"Bengaluru, Karnataka, India",Mid-Senior level,Business Consulting and Services,25,Generative AI,Low AI Impact
Senior - Gen AI,KPMG India,"Bengaluru, Karnataka, India",Mid-Senior level,Business Consulting and Services,90,Generative AI,Low AI Impact
Gen AI Engineer,Grid Dynamics,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,63,Generative AI,AI Adoption Affected
Senior - Gen AI,KPMG India,"Mumbai, Maharashtra, India",Mid-Senior level,Business Consulting and Services,25,Generative AI,Low AI Impact
Gen AI Engineer,Grid Dynamics,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,194,Generative AI,AI Adoption Affected
Manager - Gen AI,KPMG India,"Bengaluru, Karnataka, India",Mid-Senior level,Business Consulting and Services,41,Generative AI,Low AI Impact
Gen AI Engineer,Grid Dynamics,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,63,Generative AI,AI Adoption Affected
AI Engineer,Airlearn,"Bengaluru, Karnataka, India",Mid-Senior level,Education Administration Programs,200,Generative AI,AI Adoption Affected
GEN AI,Virtusa,"Andhra Pradesh, India",Mid-Senior level,IT Services and IT Consulting,167,Generative AI,AI Adoption Affected
Lead AI/ML Engineer,AMD,"Bengaluru, Karnataka, India",Mid-Senior level,Semiconductor Manufacturing,200,Generative AI,AI Adoption Affected
Manager - Gen AI,KPMG India,"Bengaluru, Karnataka, India",Mid-Senior level,Business Consulting and Services,40,Generative AI,Low AI Impact
Artificial Intelligence Engineer,LTIMindtree,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,69,Generative AI,AI Adoption Affected
Gen AI,Virtusa,"Andhra Pradesh, India",Mid-Senior level,IT Services and IT Consulting,32,Generative AI,AI Adoption Affected
Excellent Opportunity in TCS! Gen AI Developer - Bangalore,Tata Consultancy Services,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,196,Generative AI,AI Adoption Affected
Gen AI Engineer,Capgemini,"Chennai, Tamil Nadu, India",Mid-Senior level,IT Services and IT Consulting,200,Generative AI,AI Adoption Affected
Senior - Gen AI,KPMG India,"Gurgaon, Haryana, India",Mid-Senior level,Business Consulting and Services,25,Generative AI,Low AI Impact
Gen AI / AIML Data Science / MLOPS Engineers - Indore,Cognizant,"Chennai, Tamil Nadu, India",Mid-Senior level,IT Services and IT Consulting,200,Generative AI,AI Adoption Affected
GEN AI,Virtusa,"Andhra Pradesh, India",Mid-Senior level,IT Services and IT Consulting,156,Generative AI,AI Adoption Affected
Associate Director - Gen AI,KPMG India,"Bengaluru, Karnataka, India",Mid-Senior level,Business Consulting and Services,33,Generative AI,Low AI Impact
Associate Consultant - Gen AI,KPMG India,"Gurgaon, Haryana, India",Mid-Senior level,Business Consulting and Services,200,Generative AI,AI Adoption Affected
Data Scientist-Data Science-Gen AI Engineer,EXL,"Bengaluru, Karnataka, India",Mid-Senior level,Business Consulting and Services,58,Generative AI,AI Adoption Affected
Generative AI Engineer,PwC India,"Bengaluru, Karnataka, India",Mid-Senior level,Business Consulting and Services,200,Generative AI,AI Adoption Affected
Data Scientist (Gen AI/Agent AI),Brillio,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,165,Generative AI,AI Adoption Affected
Lead Data Scientist(Gen AI),Tide,"Bengaluru, Karnataka, India",Mid-Senior level,Financial Services,25,Generative AI,AI Adoption Affected
Excellent Opportunity in TCS! Gen AI Developer - Noida,Tata Consultancy Services,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,200,Generative AI,AI Adoption Affected
Gen AI,Synechron,"Pune, Maharashtra, India",Mid-Senior level,Banking,151,Generative AI,AI Adoption Affected
Associate Product Manager,Kapture CX,"Bengaluru, Karnataka, India",Entry level,Software Development,200,Product Manager,Automation Affected
Assistant Manager-Product Development ,TTK Prestige Ltd,"Bengaluru, Karnataka, India",Entry level,Retail ,87,Product Manager,Low AI Impact
Junior Product Manager - Fintech,Nerve Solutions,"Mumbai, Maharashtra, India",Entry level,IT Services and IT Consulting,200,Product Manager,Low AI Impact
Product Manager-Product Knowledge,eBay,"Bengaluru, Karnataka, India",Entry level,"Technology, Information and Internet",200,Product Manager,AI Adoption Affected
Product Manager,CARD91,"Bengaluru, Karnataka, India",Entry level,Financial Services,200,Product Manager,Low AI Impact
Product Manager,Inkle,"Bengaluru, Karnataka, India",Entry level,Software Development,200,Product Manager,Automation Affected
Associate Product Manager,Cyble,"Bengaluru, Karnataka, India",Entry level,Computer and Network Security,200,Product Manager,AI Adoption Affected
Product Manager,illumine,"Bengaluru, Karnataka, India",Entry level,Education Administration Programs,200,Product Manager,Low AI Impact
Associate Product Manager (APM),Xactly Corp,"Bengaluru, Karnataka, India",Entry level,Software Development,200,Product Manager,Low AI Impact
Product Manager,LWYD Interactive,"Bengaluru, Karnataka, India",Entry level,Advertising Services,200,Product Manager,Low AI Impact
Product Manager III,Aditi India,"Bengaluru, Karnataka, India",Entry level,IT Services and IT Consulting,77,Product Manager,Low AI Impact
Product Manager,Blackhawk Network India,"Bengaluru, Karnataka, India",Entry level,Financial Services,200,Product Manager,Low AI Impact
Product Manager,Sumo Logic,"Bengaluru, Karnataka, India",Entry level,Software Development,200,Product Manager,AI Adoption Affected
Product Manager,Finkraft,"Bengaluru, Karnataka, India",Entry level,Financial Services,200,Product Manager,AI Adoption Affected
Product Manager,Upivot,"Bengaluru, Karnataka, India",Entry level,E-Learning Providers,200,Product Manager,AI Adoption Affected
Product Manager V,Aditi India,"Bengaluru, Karnataka, India",Entry level,IT Services and IT Consulting,118,Product Manager,Low AI Impact
"Product Manager, University Graduate, 2026",Google,"Bengaluru, Karnataka, India",Entry level,IT Services and IT Consulting,200,Product Manager,AI Adoption Affected
Product Manager,Tesco Bengaluru,"Bengaluru, Karnataka, India",Entry level,Retail ,200,Product Manager,AI Adoption Affected
Product Manager - Cardio Diabetic,Alkem Laboratories Ltd.,"Mumbai, Maharashtra, India",Entry level,Pharmaceutical Manufacturing,200,Product Manager,Low AI Impact
Product Manager-2 Wheeler Loan,IDFC FIRST Bank,"Mumbai, Maharashtra, India",Entry level,Banking,47,Product Manager,Low AI Impact
Product Manager,Tesco Technology,"Bengaluru, Karnataka, India",Entry level,Retail ,123,Product Manager,AI Adoption Affected
Product Manager-KCC,IDFC FIRST Bank,"Mumbai, Maharashtra, India",Entry level,Banking,68,Product Manager,Low AI Impact
"Product Manager- Founding Team (Full-Time, Equity-Only, In-Office)",Hubnex,"Bengaluru, Karnataka, India",Entry level,IT Services and IT Consulting,25,Product Manager,Low AI Impact
Product Manager - I,Gameberry Labs,"Bengaluru, Karnataka, India",Entry level,Design Services,200,Product Manager,Low AI Impact
Product Manager - Holiday's platform,VidPro Consultancy Services,"Bengaluru, Karnataka, India",Entry level,Human Resources Services,25,Product Manager,Low AI Impact
Product Management Intern,Airlearn,"Bengaluru, Karnataka, India",Entry level,Education Administration Programs,200,Product Manager,Low AI Impact
Associate Product Manager,Swivl,"Bengaluru, Karnataka, India",Entry level,Software Development,200,Product Manager,Low AI Impact
Product Manager - I,FlexiLoans,"Mumbai, Maharashtra, India",Entry level,Financial Services,200,Product Manager,Low AI Impact
Product Manager I,Tekion Corp,"Bengaluru, Karnataka, India",Entry level,"Technology, Information and Internet",200,Product Manager,AI Adoption Affected
Associate Product Manager,Lifesight,"Bengaluru, Karnataka, India",Entry level,Software Development,200,Product Manager,AI Adoption Affected
Product Operations Analyst,Rippling,"Bengaluru, Karnataka, India",Entry level,Software Development,200,Product Manager,Automation Affected
Product Manager I/II - AI Platform,Eightfold AI,"Bengaluru, Karnataka, India",Entry level,Software Development,200,Product Manager,AI Adoption Affected
Associate Product Manager,Ema,"Bengaluru, Karnataka, India",Entry level,Software Development,200,Product Manager,AI Adoption Affected
Product Growth manager – Founder's Office,Qodex - AI Agent for API Testing & Security,"Bengaluru, Karnataka, India",Entry level,"Technology, Information and Internet",200,Product Manager,Low AI Impact
Product Manager - Osvita,Abbott,"Mumbai, Maharashtra, India",Entry level,Hospitals and Health Care,136,Product Manager,Low AI Impact
